INSTNM,SCH_DEG,PREDDEG,CONTROL,CCBASIC,ADM_RATE,ACTCM25,ACTCM75,ACTMTMID,ACTWRMID,SAT_AVG,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,labels
CUNY John Jay College of Criminal Justice,3.0,3.0,1.0,18.0,0.3743,21.0,25.0,22.0,7.74,1093.0,788.0,2802.0,7811.0,10998.0,12676.0,1
CUNY Kingsborough Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5221.0,6346.0,9093.0,10633.0,12707.0,2
CUNY LaGuardia Community College,2.0,2.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,6878.0,7587.0,10280.0,11789.0,14072.0,2
CUNY Lehman College,3.0,3.0,1.0,18.0,0.4701,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1020.0,881.0,3381.0,8084.0,9585.0,13494.0,1
CUNY Medgar Evers College,2.0,3.0,1.0,23.0,0.7848,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5515.0,7452.0,10412.0,13315.0,15360.0,1
CUNY New York City College of Technology,2.0,3.0,1.0,23.0,0.7907,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2908.0,4588.0,8412.0,10385.0,12748.0,1
CUNY Queens College,3.0,3.0,1.0,18.0,0.5349,22.0,27.0,24.0,7.74,1122.0,1344.0,3524.0,7582.0,9771.0,12377.0,1
CUNY Queensborough Community College,2.0,2.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4866.0,6066.0,8656.0,10835.0,12334.0,2
CUNY School of Law,3.0,4.0,1.0,31.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
CUNY York College,3.0,3.0,1.0,22.0,0.5276,20.59856630824373,26.247311827956988,22.647673314339986,7.74,960.0,2316.0,4585.0,9462.0,11834.0,13600.0,1
CVPH Medical Center School of Radiologic Technology,1.0,1.0,2.0,-2.0,0.4167,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
D'Youville College,3.0,3.0,2.0,17.0,0.8307,19.0,24.0,22.0,7.74,1064.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Daemen College,3.0,3.0,2.0,17.0,0.6178,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3.0,3.0,2.0,24.0,0.8824,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Dominican College of Blauvelt,3.0,3.0,2.0,20.0,0.7462,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Dutchess Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4657.0,6944.0,10225.0,12896.0,13693.0,2
Belanger School of Nursing,2.0,2.0,2.0,10.0,0.4,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Elmira Business Institute,2.0,2.0,3.0,8.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Elmira College,3.0,3.0,2.0,22.0,0.8313,17.0,27.0,22.0,7.74,1103.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Erie Community College,2.0,2.0,1.0,6.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2510.0,4110.0,7270.0,9603.0,11003.0,2
Fashion Institute of Technology,2.0,2.0,1.0,20.0,0.5898,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,7688.0,9838.0,12228.0,11846.0,16314.0,1
Finger Lakes Community College,2.0,2.0,1.0,3.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8074.0,9532.0,12518.0,14075.0,15702.0,2
Five Towns College,3.0,3.0,3.0,22.0,0.47,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Fordham University,3.0,3.0,2.0,16.0,0.5253,27.0,32.0,28.0,9.0,1334.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
The International Culinary Center,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Fulton-Montgomery Community College,2.0,2.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,7315.0,9753.0,11905.0,13701.0,15483.0,2
Gemological Institute of America-New York,1.0,1.0,2.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
The General Theological Seminary,3.0,4.0,2.0,24.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Genesee Community College,2.0,2.0,1.0,6.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,3595.0,3704.0,9377.0,10869.0,12402.0,2
Hamilton College,3.0,3.0,2.0,21.0,0.1841,32.0,34.0,22.647673314339986,7.74,1462.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Hartwick College,3.0,3.0,2.0,21.0,0.9309999999999999,20.0,25.0,22.647673314339986,7.74,1107.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Helene Fuld College of Nursing,2.0,2.0,2.0,26.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Herkimer County Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5427.0,7235.0,10480.0,12258.0,13925.0,2
Hilbert College,3.0,3.0,2.0,22.0,0.9171,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Hobart William Smith Colleges,3.0,3.0,2.0,21.0,0.6184,26.0,30.0,26.0,7.74,1279.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Hofstra University,3.0,3.0,2.0,17.0,0.6911,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Houghton College,3.0,3.0,2.0,21.0,0.7998,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Hudson Valley Community College,2.0,2.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5419.0,7021.0,10202.0,12133.0,13251.0,2
Hunter Business School,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Iona College,3.0,3.0,2.0,18.0,0.8595,21.0,27.0,22.647673314339986,7.74,1107.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Isabella Graham Hart School of Practical Nursing,1.0,1.0,2.0,-2.0,0.5014,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Island Drafting and Technical Institute,2.0,2.0,3.0,11.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Ithaca College,3.0,3.0,2.0,18.0,0.7568,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Jamestown Community College,2.0,2.0,1.0,3.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,6134.0,7215.0,11353.0,12833.0,14378.0,2
Jamestown Business College,2.0,2.0,3.0,29.0,0.9786,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Jefferson Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8159.0,10047.0,13221.0,15112.0,16981.0,2
Jewish Theological Seminary of America,3.0,3.0,2.0,24.0,0.5833,32.0,34.0,29.0,9.0,1468.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
The Juilliard School,3.0,3.0,2.0,30.0,0.0764,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Kehilath Yakov Rabbinical Seminary,3.0,3.0,2.0,24.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Keuka College,3.0,3.0,2.0,19.0,0.9091,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
LIM College,3.0,3.0,3.0,29.0,0.8405,20.59856630824373,26.247311827956988,22.647673314339986,7.0,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Le Moyne College,3.0,3.0,2.0,18.0,0.7474,21.0,28.0,24.0,7.74,1165.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Long Island University,3.0,3.0,2.0,17.0,0.8501,22.0,29.0,24.0,8.0,1194.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Long Island Beauty School-Hempstead,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Long Island Business Institute,2.0,2.0,3.0,13.0,0.8173,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Machzikei Hadath Rabbinical College,3.0,3.0,2.0,24.0,0.9474,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Mandl School-The College of Allied Health,2.0,2.0,3.0,10.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Manhattan College,3.0,3.0,2.0,18.0,0.7765,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Manhattan School of Music,3.0,3.0,2.0,30.0,0.4156,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Manhattanville College,3.0,3.0,2.0,18.0,0.8981,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Maria College of Albany,2.0,2.0,2.0,26.0,0.355,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Marion S Whelan School of Nursing of Geneva General Hospital,1.0,1.0,2.0,-2.0,1.0,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Marist College,3.0,3.0,2.0,18.0,0.5505,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Marymount Manhattan College,3.0,3.0,2.0,21.0,0.8818,20.0,28.0,22.0,7.74,1109.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Medaille College,3.0,3.0,2.0,18.0,0.718,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
St. Peter's Hospital College of Nursing,2.0,2.0,2.0,10.0,1.0,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Memorial Hospital School of Radiation Therapy Technology,1.0,1.0,2.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Mercy College,3.0,3.0,2.0,18.0,0.8196,18.0,26.0,22.0,7.74,1025.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Mesivta Torah Vodaath Rabbinical Seminary,3.0,3.0,2.0,24.0,0.9,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,2.0,2.0,2.0,24.0,0.7,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Mesivtha Tifereth Jerusalem of America,3.0,3.0,2.0,24.0,0.8421,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Southern Westchester BOCES-Practical Nursing Program,1.0,1.0,1.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,33695.0,32341.0,34081.0,13810.511688311686,15555.36963190184,2
Midway Paris Beauty School,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Mildred Elley School-Albany Campus,2.0,1.0,3.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Mirrer Yeshiva Cent Institute,3.0,2.0,2.0,24.0,0.8621,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Modern Welding School,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Mohawk Valley Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5869.0,7133.0,11146.0,13313.0,14489.0,2
Molloy College,3.0,3.0,2.0,18.0,0.7414,21.0,28.0,22.647673314339986,7.74,1172.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Monroe College,2.0,2.0,3.0,18.0,0.4884,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,0
Monroe Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4543.0,6310.0,10100.0,11909.0,13331.0,2
Mount Saint Mary College,3.0,3.0,2.0,19.0,0.9017,20.0,24.0,22.0,7.74,1080.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Montefiore School of Nursing,2.0,2.0,2.0,-2.0,0.1643,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
College of Mount Saint Vincent,3.0,3.0,2.0,20.0,0.9268,17.0,22.0,19.0,7.0,1002.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Icahn School of Medicine at Mount Sinai,3.0,4.0,2.0,25.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Nassau Community College,2.0,2.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2197.0,3889.0,7744.0,10353.0,11659.0,2
Nazareth College,3.0,3.0,2.0,18.0,0.7568,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Neighborhood Playhouse School of the Theater,1.0,1.0,2.0,-2.0,1.0,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
The New School,3.0,3.0,2.0,16.0,0.691,26.0,30.0,26.0,7.74,1269.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
The New School Center for Media,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Northeast College of Health Sciences,3.0,4.0,2.0,26.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
New York Law School,3.0,4.0,2.0,31.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
New York Medical College,3.0,4.0,2.0,25.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
New York School for Medical and Dental Assistants,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
New York Theological Seminary,1.9485129517109048,4.0,2.0,24.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
New York University,3.0,3.0,2.0,15.0,0.2109,31.0,34.0,22.647673314339986,7.74,1458.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Niagara County Community College,2.0,2.0,1.0,4.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2299.0,3817.0,7996.0,9050.0,10603.0,2
Niagara University,3.0,3.0,2.0,18.0,0.9241,20.0,26.0,23.0,7.74,1118.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Empire Beauty School-Peekskill,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
North Country Community College,2.0,2.0,1.0,9.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9511.0,11494.0,14726.0,17386.0,15940.0,2
New York College of Podiatric Medicine,3.0,4.0,2.0,25.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
New York Institute of Technology,3.0,3.0,2.0,18.0,0.7468,23.0,30.0,27.0,7.74,1190.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
New York School of Interior Design,3.0,3.0,2.0,30.0,0.6725,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Nyack College,3.0,3.0,2.0,18.0,0.9732,15.0,23.0,22.647673314339986,7.74,965.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Ohr Hameir Theological Seminary,2.0,3.0,2.0,24.0,1.0,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Onondaga Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,3521.0,5782.0,9943.0,11542.0,13114.0,2
Orange County Community College,2.0,2.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,1105.0,3126.0,6539.0,9628.0,10185.0,2
Otsego Area BOCES-Practical Nursing Program,1.0,1.0,1.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,13641.0,12798.0,11300.029446407541,13810.511688311686,15555.36963190184,2
Pace University,3.0,3.0,2.0,17.0,0.8287,22.0,28.0,23.0,7.74,1163.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Paul Smiths College of Arts and Science,3.0,3.0,2.0,22.0,0.6742,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Continental School of Beauty Culture-West Seneca,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Plaza College,2.0,2.0,3.0,23.0,0.3001,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Davis College,3.0,3.0,2.0,24.0,0.2857,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Pratt Institute-Main,3.0,3.0,2.0,30.0,0.6594,25.0,30.0,25.0,7.0,1245.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Rabbinical Academy Mesivta Rabbi Chaim Berlin,3.0,3.0,2.0,24.0,0.9796,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rabbinical College Bobover Yeshiva Bnei Zion,3.0,3.0,2.0,24.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rabbinical College Beth Shraga,2.0,2.0,2.0,24.0,1.0,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rabbinical Seminary Mkor Chaim,1.9485129517109048,3.0,2.0,-2.0,1.0,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rabbinical College of Long Island,2.0,3.0,2.0,24.0,0.8,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rabbinical Seminary of America,3.0,3.0,2.0,24.0,0.9828,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rensselaer Polytechnic Institute,3.0,3.0,2.0,15.0,0.5726,29.0,34.0,22.647673314339986,7.74,1410.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Roberts Wesleyan College,3.0,3.0,2.0,18.0,0.7581,22.0,26.0,23.0,7.74,1146.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Rochester Institute of Technology,3.0,3.0,2.0,16.0,0.7386,28.0,33.0,30.0,7.74,1341.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
University of Rochester,3.0,3.0,2.0,15.0,0.3543,30.0,34.0,31.0,7.74,1429.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Rockefeller University,1.9485129517109048,4.0,2.0,16.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rockland Community College,2.0,2.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8212.0,9197.0,11904.0,14139.0,15610.0,2
Empire Beauty School-Manhattan,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Russell Sage College,3.0,3.0,2.0,17.0,0.7431,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
St Bernard's School of Theology and Ministry,3.0,4.0,2.0,24.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
St Bonaventure University,3.0,3.0,2.0,19.0,0.7631,21.0,29.0,24.0,8.0,1151.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
St Francis College,3.0,3.0,2.0,22.0,0.8452,17.0,23.0,22.647673314339986,7.74,964.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
